City,Latitude,Longitude,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Chicama,-7.8447,-79.1469,63.14,65,100,9.53,PE,1658862894
Agios Nikolaos,38.4167,23.65,89.71,39,0,0.0,GR,1658862895
Doka,13.5167,35.7667,74.52,79,100,8.79,SD,1658862895
Itarema,-2.9248,-39.9167,82.74,59,20,15.57,BR,1658862896
Taltal,-25.4,-70.4833,62.22,72,40,5.19,CL,1658862896
Okhotsk,59.3833,143.3,56.16,87,100,4.76,RU,1658862896
Olafsvik,64.8945,-23.7142,53.01,90,100,13.69,IS,1658862897
Lompoc,34.6391,-120.4579,82.02,74,0,8.05,US,1658862743
Iqaluit,63.7506,-68.5145,44.04,78,69,8.37,CA,1658862776
Khovd,48.0056,91.6419,60.49,38,6,2.57,MN,1658862898
Jasidih,24.5167,86.65,81.05,75,93,10.94,IN,1658862898
Ngorongoro,-3.2397,35.4875,50.81,62,26,4.92,TZ,1658862898
Portobelo,9.55,-79.65,81.1,87,100,4.14,PA,1658862899
Makakilo City,21.3469,-158.0858,80.92,63,100,14.97,US,1658862737
Myitkyina,25.3833,97.4,73.87,99,100,1.59,MM,1658862900
Teknāf,20.8624,92.3058,80.22,81,68,4.41,BD,1658862900
Dolisie,-4.1997,12.6739,71.06,71,10,3.78,CG,1658862900
Talnakh,69.4865,88.3972,54.21,77,5,3.27,RU,1658862901
Shingū,33.7333,135.9833,77.61,94,100,2.77,JP,1658862659
Chipinge,-20.1883,32.6236,52.63,74,0,3.91,ZW,1658862902
Karwar,14.8,74.1333,77.76,83,100,4.36,IN,1658862902
Longyearbyen,78.2186,15.6401,48.04,87,75,8.05,SJ,1658862865
Geraldton,-28.7667,114.6,43.21,87,0,10.36,AU,1658862758
Freeport,40.6576,-73.5832,84.18,55,0,13.8,US,1658862650
Vostok,46.4856,135.8833,60.4,97,0,2.46,RU,1658862903
La Cruz,23.9167,-106.9,89.01,61,100,9.73,MX,1658862903
Gimbi,9.1667,35.8333,56.25,98,100,1.97,ET,1658862904
Kiryat Gat,31.61,34.7642,81.81,58,0,4.07,IL,1658862905
Yinchuan,38.4681,106.2731,77.14,32,100,9.62,CN,1658862905
Fairbanks,64.8378,-147.7164,57.2,57,75,18.41,US,1658862902
Auki,-8.7676,160.7034,75.74,87,61,3.58,SB,1658862906
Ust'-Omchug,61.15,149.6333,59.56,64,100,5.3,RU,1658862906
Sioux Lookout,50.1001,-91.917,66.27,82,75,9.22,CA,1658862907
Ivanava,52.1451,25.5365,68.88,58,100,8.21,BY,1658862907
Talcahuano,-36.7167,-73.1167,56.88,82,75,17.27,CL,1658862908
San Francisco,37.7749,-122.4194,82.99,77,20,11.5,US,1658862595
Kirkuk,35.4681,44.3922,92.68,8,0,6.69,IQ,1658862908
Gunjur,13.2019,-16.7339,82.47,74,40,8.05,GM,1658862909
Lagoa,39.05,-27.9833,74.16,86,11,12.46,PT,1658862909
Chokurdakh,70.6333,147.9167,43.81,67,98,11.3,RU,1658862909
Leh,34.1667,77.5833,61.65,68,100,3.09,IN,1658862910
Paragominas,-2.9667,-47.4833,91.15,36,100,3.96,BR,1658862911
Kalmunai,7.4167,81.8167,80.15,81,100,3.58,LK,1658862911
Aloleng,16.1307,119.7824,80.56,82,100,5.7,PH,1658862911
Nortelândia,-14.4547,-56.8028,97.99,17,6,4.21,BR,1658862912
Merauke,-8.4667,140.3333,76.14,85,99,14.34,ID,1658862912
São José da Tapera,-9.5583,-37.3811,72.99,88,66,12.48,BR,1658862913
Bandarbeyla,9.4942,50.8122,76.51,81,17,30.27,SO,1658862913
Talara,-4.5772,-81.2719,75.96,60,0,13.8,PE,1658862914
Buraidah,26.326,43.975,100.85,15,30,6.85,SA,1658862914
Ossora,59.2353,163.0719,58.01,80,100,0.74,RU,1658862915
Necochea,-38.5473,-58.7368,57.31,90,100,6.98,AR,1658862915
Tolmachëvo,54.9824,82.7363,64.38,88,0,2.24,RU,1658862916
Airai,-8.9266,125.4092,53.29,70,100,3.67,TL,1658862916
Millinocket,45.6573,-68.7098,75.42,57,100,4.61,US,1658862917
Samarai,-10.6167,150.6667,78.49,85,28,10.27,PG,1658862917
Chaihe,44.7667,129.7,67.01,94,78,0.2,CN,1658862917
Niquelândia,-14.4739,-48.4597,89.47,16,0,7.72,BR,1658862918
San Patricio,28.017,-97.5169,97.52,42,47,17.2,US,1658862918
Okahandja,-21.9833,16.9167,60.28,22,0,7.72,NA,1658862919
Minsk,53.9,27.5667,65.95,78,100,3.87,BY,1658862657
Gannan,47.9147,123.5031,67.62,97,100,5.48,CN,1658862919
Husavik,66.0449,-17.3389,54.28,73,94,5.75,IS,1658862920
Santiago del Estero,-27.7951,-64.2615,89.02,36,16,6.49,AR,1658862920
Matara,5.9485,80.5353,77.25,91,91,3.31,LK,1658862836
Mackay,-21.15,149.2,55.69,85,0,7.29,AU,1658862921
Udachny,66.4167,112.4,70.45,72,96,7.67,RU,1658862921
Caraballeda,10.6112,-66.8522,89.67,89,40,6.91,VE,1658862921
Vrangel',42.7297,133.0839,67.59,94,100,5.59,RU,1658862922
Prado,-17.3411,-39.2208,75.11,69,3,8.37,BR,1658862630
Los Llanos de Aridane,28.6585,-17.9182,80.35,39,0,18.41,ES,1658862922
Soloneshnoye,51.6544,84.3197,54.3,82,0,4.74,RU,1658862923
Provideniya,64.3833,-173.3,44.82,66,68,4.92,RU,1658862923
Trofors,65.5333,13.4063,55.27,97,100,5.64,NO,1658862924
Rørvik,64.8621,11.2373,55.38,91,100,26.46,NO,1658862924
George,-33.963,22.4617,56.75,67,100,5.75,ZA,1658862924
Waitara,-38.925,174.25,58.5,92,100,28.79,NZ,1658862925
Juneau,58.3019,-134.4197,61.84,100,100,3.44,US,1658862925
Neftçala,39.3742,49.2472,77.22,64,0,8.72,AZ,1658862926
Binuangan,8.9153,124.7883,75.42,78,100,3.96,PH,1658862926
Japura,-0.3167,102.35,74.05,97,81,2.48,ID,1658862926
Borgarnes,64.5383,-21.9206,58.8,81,100,5.14,IS,1658862927
San Cristobal,7.7669,-72.225,84.38,53,54,5.28,VE,1658862927
Petra,30.3222,35.4793,73.24,29,0,5.95,JO,1658862928
Chai Badan,15.2,101.1333,80.26,79,85,4.0,TH,1658862928
Price,39.5994,-110.8107,88.86,25,0,6.91,US,1658862928
Warwick,41.7001,-71.4162,84.15,52,75,12.66,US,1658862649
Kavaratti,10.5669,72.642,80.82,78,100,16.6,IN,1658862929
Yar-Sale,66.8333,70.8333,48.72,88,100,9.93,RU,1658862930
Goth Phulji,26.8825,67.6807,83.17,85,100,3.56,PK,1658862930
Nemuro,43.3236,145.575,62.85,96,100,4.09,JP,1658862777
Nome,64.5011,-165.4064,44.67,76,100,21.85,US,1658862782
Roanoke Rapids,36.4615,-77.6542,91.2,100,40,17.27,US,1658862931
Kamenka,51.3223,42.7678,65.41,85,7,4.88,RU,1658862932
Tadine,-21.55,167.8833,66.7,74,3,6.4,NC,1658862933
Lethbridge,49.7,-112.8186,70.65,39,97,6.53,CA,1658862809
Kindu,-2.95,25.95,79.52,44,90,2.95,CD,1658862933
Ambilobe,-13.2,49.05,68.94,81,100,2.98,MG,1658862934
Cocorit,27.5833,-109.9667,73.74,53,86,4.72,MX,1658862934
Shahr-e Bābak,30.1165,55.1186,84.79,32,100,15.3,IR,1658862935
Morondava,-20.2833,44.2833,72.27,68,0,17.09,MG,1658862935
São Filipe,14.8961,-24.4956,78.39,81,99,4.72,CV,1658862935
Staronizhestebliyevskaya,45.3767,38.4517,66.07,79,2,5.88,RU,1658862936
Tower,51.9167,-8.6,60.91,72,75,8.05,IE,1658862936
Touros,-5.1989,-35.4608,79.83,69,93,15.73,BR,1658862937
Loandjili,-4.7561,11.8578,70.52,87,35,7.99,CG,1658862937
Isangel,-19.55,169.2667,73.33,87,94,13.71,VU,1658862938
Hirara,24.8,125.2833,84.96,76,5,10.87,JP,1658862938
Ponnāni,10.767,75.9252,76.32,87,100,11.7,IN,1658862938
North Myrtle Beach,33.816,-78.68,94.08,76,0,18.41,US,1658862939
Salé,34.0389,-6.8166,79.48,65,2,5.75,MA,1658862939
Guéret,46.1667,1.8667,60.26,68,100,2.46,FR,1658862940
Praia,14.9215,-23.5087,82.94,69,40,2.3,CV,1658862940
Basco,20.4487,121.9702,84.56,74,41,5.88,PH,1658862941
Lagunas,-5.2269,-75.6753,72.66,95,92,3.13,PE,1658862941
Grootfontein,-19.5667,18.1167,67.57,28,40,3.44,NA,1658862942
Slave Lake,55.2834,-114.769,69.78,64,0,8.05,CA,1658862942
Pinhão,-25.6956,-51.6597,72.68,45,0,2.44,BR,1658862942
Santa Marta,11.2408,-74.199,86.05,70,75,9.22,CO,1658862943
Tamandaré,-8.7597,-35.1047,76.6,80,70,10.51,BR,1658862943
Talakan,50.3167,130.3667,65.37,94,0,2.13,RU,1658862943
Marsh Harbour,26.5412,-77.0636,84.25,77,99,16.11,BS,1658862944
Srednekolymsk,67.45,153.6833,39.85,79,84,14.74,RU,1658862944
Carutapera,-1.195,-46.02,79.95,82,92,9.15,BR,1658862945
Morón,-34.6534,-58.6198,74.95,82,100,3.71,AR,1658862945
Houma,29.5958,-90.7195,90.0,68,40,12.66,US,1658862788
Baghdad,33.3406,44.4009,89.51,20,0,3.44,IQ,1658862751
Valday,57.9747,33.2525,67.05,74,99,3.33,RU,1658862946
Torzhok,57.0436,34.9622,68.83,73,96,1.41,RU,1658862946
Bom Jesus da Lapa,-13.255,-43.4181,88.47,20,13,9.75,BR,1658862826
Oistins,13.0667,-59.5333,86.09,62,20,20.71,BB,1658862947
Torbay,47.6666,-52.7314,75.97,75,75,20.71,CA,1658862947
Wonthaggi,-38.6044,145.5913,49.82,83,74,11.1,AU,1658862948
Beatrice,40.2681,-96.747,73.49,78,75,3.44,US,1658862948
Egvekinot,66.3167,-179.1667,42.31,63,72,1.03,RU,1658862948
Charters Towers,-20.1,146.2667,57.92,85,0,5.35,AU,1658862949
Verāval,20.9,70.3667,80.96,85,88,13.2,IN,1658862949
Kralendijk,12.15,-68.2667,87.78,66,40,17.27,BQ,1658862950
Umluj,25.0213,37.2685,86.52,71,0,6.02,SA,1658862950
Berck,50.4,1.6,68.27,63,0,5.75,FR,1658862950
Costineşti,43.95,28.6333,75.43,61,0,11.01,RO,1658862951
Bismarck,46.8083,-100.7837,76.84,42,0,10.36,US,1658862721
Gizo Government Station,-8.103,156.8419,81.28,76,100,6.31,SB,1658862915
Hamilton,39.1834,-84.5333,76.06,89,100,4.61,US,1658862734
Aksarka,66.5606,67.7975,49.51,89,100,12.1,RU,1658862952
Maragogi,-9.0122,-35.2225,75.9,83,84,11.36,BR,1658862952
Novoagansk,61.9449,76.6625,59.07,95,14,6.4,RU,1658862952
Nichinan,31.6,131.3667,77.94,92,9,3.69,JP,1658862953
Corona,33.8753,-117.5664,97.84,53,0,8.05,US,1658862440
Komsomolets,53.7453,62.0708,62.92,90,100,7.27,KZ,1658862953
Oytal,42.9057,73.2697,80.71,27,12,4.9,KZ,1658862954
Punta Cardon,11.6581,-70.215,85.37,57,4,28.52,VE,1658862954
Casma,-41.0082,-73.1244,56.48,89,98,5.32,CL,1658862954
Mataram,-8.5833,116.1167,72.41,83,26,8.08,ID,1658862955
Pāthardih,23.6667,86.4333,80.33,82,66,6.91,IN,1658862855
Maceió,-9.6658,-35.7353,76.44,88,100,9.22,BR,1658862777
Soubre,5.7856,-6.6083,73.89,89,100,6.26,CI,1658862956
Jharsuguda,21.85,84.0333,78.75,88,100,4.61,IN,1658862956
Makaha,21.4694,-158.2175,82.31,61,100,5.75,US,1658862957
Muzhi,65.3667,64.6667,54.99,70,100,12.06,RU,1658862957
Mokhsogollokh,61.4681,128.9203,57.97,82,60,1.36,RU,1658862958
Nanzhang,31.7765,111.8386,78.93,96,100,3.27,CN,1658862958
Oussouye,12.485,-16.5469,80.91,76,62,8.99,SN,1658862958
Coro,11.4045,-69.6734,87.84,57,29,19.95,VE,1658862959
Harlingen,26.1906,-97.6961,96.89,35,75,13.8,US,1658862403
Östersund,63.1792,14.6357,58.6,82,100,14.97,SE,1658862959
Sorong,-0.8833,131.25,76.44,91,18,7.56,ID,1658862960
Korla,41.7597,86.1469,85.28,19,1,2.3,CN,1658862960
Bambanglipuro,-7.95,110.2833,71.4,92,50,3.06,ID,1658862960
Kargasok,59.0556,80.8572,60.6,87,35,8.59,RU,1658862961
Akdağmadeni,39.6603,35.8836,57.31,73,0,4.16,TR,1658862961
Ranot,7.7777,100.3213,82.13,76,100,4.5,TH,1658862962
Kibiti,-7.7218,38.9375,68.05,91,55,5.53,TZ,1658862963
Ubari,26.5921,12.7805,88.43,15,14,7.34,LY,1658862963
Ilhéus,-14.7889,-39.0494,78.62,69,20,10.36,BR,1658862964
Dalvik,65.9702,-18.5286,57.13,74,100,3.69,IS,1658862964
Port Lincoln,-34.7333,135.8667,51.1,81,100,10.98,AU,1658862965
Itoman,26.1247,127.6694,80.62,89,86,4.61,JP,1658862965
Alépé,5.5004,-3.6631,78.67,89,100,5.39,CI,1658862966
Tacuarembó,-31.7333,-55.9833,78.67,66,13,6.02,UY,1658862926
Abu Dhabi,24.4667,54.3667,95.11,45,0,12.66,AE,1658862691
Mangai,-4.05,19.5333,80.74,29,26,0.87,CD,1658862966
Khāsh,28.2211,61.2158,73.02,80,100,7.92,IR,1658862967
Abu Kamal,34.4506,40.9171,93.7,12,0,8.1,SY,1658862968
Lantana,26.5867,-80.052,78.82,88,75,6.91,US,1658862968
Caravelas,-17.7125,-39.2481,75.13,68,1,7.34,BR,1658862969
Morden,49.1919,-98.1014,75.04,53,65,13.62,CA,1658862788
Banda Aceh,5.5577,95.3222,78.04,83,100,8.16,ID,1658862969
Luanda,-8.8368,13.2343,69.3,92,81,12.06,AO,1658862751
Rockport,28.0206,-97.0544,95.04,66,0,13.8,US,1658862870
Palu,-0.8917,119.8707,76.24,94,100,2.51,ID,1658862970
Mahanoro,-19.9,48.8,65.17,85,6,2.53,MG,1658862970
Entre Rios,-11.9419,-38.0844,72.54,82,53,8.72,BR,1658862970
Richards Bay,-28.783,32.0377,58.14,80,0,6.93,ZA,1658862971
Bataiporã,-22.2953,-53.2711,89.67,22,0,3.89,BR,1658862971
Barra de Tecoanapa,16.5167,-98.75,85.17,66,95,9.22,MX,1658862972
Storsteinnes,69.2408,19.2344,57.85,95,100,3.27,NO,1658862972
Bhadrāchalam,17.6667,80.8833,76.3,94,100,1.32,IN,1658862973
Hofn,64.2539,-15.2082,50.16,90,99,2.89,IS,1658862973
Plácido de Castro,-10.3353,-67.1856,98.22,22,99,3.98,BR,1658862974
Turukhansk,65.8167,87.9833,53.38,85,0,3.56,RU,1658862974
Truth or Consequences,33.1284,-107.2528,91.9,35,0,6.91,US,1658862974
Chu,43.5983,73.7614,80.49,17,41,5.35,KZ,1658862975
Grand Baie,-20.0182,57.5802,70.27,76,1,1.99,MU,1658862976
Buckingham,51.9997,-0.9878,67.98,62,99,1.99,GB,1658862976
Narsaq,60.9167,-46.05,57.42,80,60,5.61,GL,1658862977
Visby,57.6409,18.296,65.05,59,0,17.27,SE,1658862895
Bajil,15.0584,43.2851,85.33,52,100,22.66,YE,1658862977
Mezen',65.8522,44.24,58.93,78,94,5.73,RU,1658862978
Payakumbuh,-0.2202,100.6308,68.36,94,93,3.38,ID,1658862978
Marabu,4.4148,114.0089,75.34,100,40,1.14,MY,1658862979
Bilibino,68.0546,166.4372,40.21,65,73,7.76,RU,1658862979
Wanaka,-44.7,169.15,40.1,97,100,1.01,NZ,1658862979
Mbandaka,0.0487,18.2603,71.37,91,78,2.68,CD,1658862980
Kaeo,-35.1,173.7833,53.33,89,69,14.47,NZ,1658862980
Datong,40.0936,113.2914,65.44,79,26,2.3,CN,1658862981
Kungurtug,50.5994,97.5228,44.56,75,100,1.61,RU,1658862981
Sivas Province,39.7916,37.0019,56.03,76,0,8.05,TR,1658862982
La Rioja,42.25,-2.5,64.18,66,0,6.51,ES,1658862982
Codrington,-38.2667,141.9667,49.98,94,36,9.15,AU,1658862982
Poltavka,54.3663,71.7632,70.09,72,100,3.29,RU,1658862983
Flinders,-34.5833,150.8552,50.18,69,4,8.99,AU,1658862984
Rocha,-34.4833,-54.3333,66.79,86,99,6.4,UY,1658862984
Puerto Colombia,10.9878,-74.9547,83.88,73,100,6.6,CO,1658862690
Kasangulu,-4.5911,15.1708,76.82,54,99,6.96,CD,1658862985
Mabamba,-3.5983,30.5019,73.31,42,86,2.51,TZ,1658862985
Denpasar,-8.65,115.2167,78.46,88,40,6.91,ID,1658862854
Puerto Escondido,15.85,-97.0667,88.63,58,40,5.75,MX,1658862762
Adrar,20.5022,-10.0711,105.49,13,99,17.83,MR,1658862986
Liepāja,56.5419,21.0367,64.38,82,20,18.41,LV,1658862787
Kholodnyy,62.7167,147.95,58.78,70,92,12.55,RU,1658862987
Lar,26.2039,83.9717,87.78,61,100,6.62,IN,1658862987
Petropavlovsk-Kamchatskiy,53.0452,158.6483,52.39,100,75,2.24,RU,1658862988
Coquimbo,-29.9533,-71.3436,58.73,72,0,10.36,CL,1658862972
Alice Springs,-23.7,133.8833,33.35,80,0,0.0,AU,1658862988
Aripuanã,-9.1667,-60.6333,96.89,22,99,2.62,BR,1658862989
Waynesville,35.4887,-82.9887,84.18,85,41,1.01,US,1658862989
Andenes,69.3143,16.1194,53.58,94,75,17.27,NO,1658862990
Saint Anthony,45.0205,-93.218,79.66,63,100,9.22,US,1658862964
Lázaro Cárdenas,17.9583,-102.2,87.57,59,61,9.95,MX,1658862869
Pareora,-44.4871,171.2132,47.17,97,100,11.99,NZ,1658862990
São José da Coroa Grande,-8.8978,-35.1478,76.42,81,77,11.54,BR,1658862991
Manggar,-2.8833,108.2667,79.57,76,100,9.31,ID,1658862991
Bohumín,49.9041,18.3576,64.96,99,76,4.63,CZ,1658862992
Batagay,67.6333,134.6333,63.34,73,41,1.9,RU,1658862992
Muros,42.7762,-9.0603,71.1,65,4,14.5,ES,1658862993
Lodwar,3.1191,35.5973,85.66,34,49,11.83,KE,1658862993
Mercedes,-34.6515,-59.4307,78.04,70,100,7.31,AR,1658862993
Agadez,19.75,10.25,90.75,11,55,8.9,NE,1658862994
Dandong,40.1292,124.3947,72.45,94,83,2.01,CN,1658862994
Arjona,10.2544,-75.3439,83.46,77,100,6.04,CO,1658862995
Ormara,25.2088,64.6357,82.65,82,100,3.76,PK,1658862995
Wellington,-41.2866,174.7756,52.07,96,75,19.57,NZ,1658862959
Muncar,-8.4333,114.3333,74.08,89,18,3.27,ID,1658862996
Maniitsoq,65.4167,-52.9,40.5,94,92,9.13,GL,1658862996
Lahaina,20.8783,-156.6825,84.2,84,12,7.67,US,1658862832
Kropotkin,45.4375,40.5756,70.3,69,91,4.68,RU,1658862997
Alamogordo,32.8995,-105.9603,91.4,46,0,9.22,US,1658862947
Antofagasta,-23.65,-70.4,60.08,72,20,8.52,CL,1658862997
Sabha,27.0377,14.4283,88.47,13,68,8.93,LY,1658862998
Porbandar,21.6422,69.6093,81.21,84,95,13.11,IN,1658862998
Yining,29.0361,114.5636,79.75,75,76,0.92,CN,1658862999
Manono,-7.3,27.4167,79.32,32,85,6.44,CD,1658862999
Bat Yam,32.0231,34.7503,83.05,69,0,4.61,IL,1658862999
Great Bend,38.3645,-98.7648,84.33,61,0,8.05,US,1658863000
Shizunai-furukawachō,42.3339,142.3669,67.64,94,100,1.83,JP,1658863000
Comodoro Rivadavia,-45.8667,-67.5,37.26,87,75,6.91,AR,1658862963
Tornio,65.8481,24.1466,66.22,98,100,15.05,FI,1658863001
Ugoofaaru,5.6667,73.0,81.25,79,53,16.24,MV,1658863001
Bloemfontein,-29.1211,26.214,45.88,76,31,2.3,ZA,1658863002
Gaoua,10.2992,-3.2508,77.65,75,100,2.71,BF,1658863002
Lufilufi,-13.8745,-171.5986,74.98,80,56,20.33,WS,1658863003
Roebourne,-20.7833,117.1333,68.59,29,6,8.37,AU,1658863003
Manoel Urbano,-8.8389,-69.2597,95.18,31,10,2.82,BR,1658863003
Benguela,-12.5763,13.4055,69.21,85,66,5.39,AO,1658863004
Srandakan,-7.9386,110.2506,71.56,92,53,3.06,ID,1658863004
Aktobe,50.2797,57.2072,62.69,88,0,6.71,KZ,1658863005
Itaituba,-4.2761,-55.9836,96.96,46,40,5.75,BR,1658863005
Nandyāl,15.4833,78.4833,75.45,88,100,3.83,IN,1658863006
Kerema,-7.9631,145.7785,76.5,92,100,4.34,PG,1658863006
Sola,-13.8833,167.55,79.74,79,11,10.98,VU,1658863007
Danielskuil,-28.1887,23.5395,58.01,48,8,13.2,ZA,1658863007
Aden,12.7794,45.0367,86.23,63,45,3.71,YE,1658863007
Krasnosel'kup,65.7,82.4667,54.07,69,1,9.62,RU,1658863008
Shadrinsk,56.0852,63.6335,62.35,96,100,4.85,RU,1658863008
Gangāwati,15.4333,76.5333,74.79,82,100,4.27,IN,1658863009
Kieta,-6.2167,155.6333,77.97,83,100,0.94,PG,1658863009
Rongcheng,30.634,117.8517,77.07,97,65,2.53,CN,1658863010
Ystad,55.4297,13.8204,59.74,60,43,19.26,SE,1658863010
Jutaí,-5.1833,-68.9,89.64,54,19,1.39,BR,1658863010
Glendive,47.1053,-104.7125,77.76,43,75,13.8,US,1658863011
